representative,transaction_date,ticker,asset_description,amount,type
Hon. Michael T. McCaul,2021-02-26,RHI,Robert Half International,"$15,001 - $50,000",purchase
Hon. Michael T. McCaul,2021-02-02,TRN,Trinity Industries Inc,"$15,001 - $50,000",sale_full
Hon. Michael T. McCaul,2021-02-01,--,OMAHA PUB PWR DIST NEB ELEC RE,"$50,001 - $100,000",sale_full
Hon. Michael T. McCaul,2021-02-05,TCEHY,TENCENT HLDGS LTD,"$50,001 - $100,000",sale_full
Hon. Michael T. McCaul,2021-02-01,--,Triborough BRDG & TUNL AUTH N,"$100,001 - $250,000",sale_full
Hon. Michael T. McCaul,2021-02-26,BRK.B,BERKSHIRE HATHAWAY,"$100,001 - $250,000",sale_full
Hon. Michael T. McCaul,2021-02-11,PAIDX,Pimco short asset investment fund intuitional class,"$500,001 - $1,000,000",purchase
Hon. Michael T. McCaul,2021-02-18,FB,Facebook Inc,"$250,001 - $500,000",purchase
Hon. Michael T. McCaul,2021-02-05,--,PENNSYLVANIA HSG FIN AGY SINGL,"$100,001 - $250,000",purchase
Hon. Michael T. McCaul,2021-02-02,--,WISCONSIN ST,"$100,001 - $250,000",purchase
Hon. Michael T. McCaul,2021-02-05,AMZN,AMAZON INC,"$50,001 - $100,000",purchase
Hon. Michael T. McCaul,2021-02-26,WLTW,WILLIS TOWERS WATSON,"$50,001 - $100,000",purchase
Hon. Michael T. McCaul,2021-02-17,--,COLOMBUS OH,"$50,001 - $100,000",purchase
Hon. Michael T. McCaul,2021-02-25,LBRDA,Liberty Broadband Corp,"$50,001 - $100,000",purchase
Hon. Michael T. McCaul,2021-02-18,--,HOUSTON TX,"$50,001 - $100,000",purchase
Hon. Michael T. McCaul,2021-02-02,FMS,FRESENIUS MED CARE,"$15,001 - $50,000",purchase
Hon. Michael T. McCaul,2021-02-18,--,HOUSTON TX,"$15,001 - $50,000",purchase
Hon. Michael T. McCaul,2021-02-08,--,NEW MEXICO SEVERANCE TAX,"$15,001 - $50,000",purchase
Hon. Michael T. McCaul,2021-02-18,--,HOUSTON TX,"$15,001 - $50,000",purchase
Hon. Michael T. McCaul,2021-02-02,NVT,nVent Electric,"$15,001 - $50,000",purchase
Hon. Michael T. McCaul,2021-02-26,SNN,Smith & Nephew,"$15,001 - $50,000",purchase
Hon. Michael T. McCaul,2021-02-26,PLXS,PLEXUS Corp,"$15,001 - $50,000",purchase
Hon. Michael T. McCaul,2021-02-26,35G.SG,GENPACT LTD,"$1,001 - $15,000",purchase
Hon. Michael T. McCaul,2021-02-02,FCFS,FirstCash Inc,"$1,001 - $15,000",purchase
Hon. Michael T. McCaul,2021-02-26,HSIC,Henry Schein Inc,"$1,001 - $15,000",purchase
Hon. Michael T. McCaul,2021-02-26,PLXS,PLEXUS Corp,"$1,001 - $15,000",purchase
Hon. Michael T. McCaul,2021-02-11,--,South Dakota HSG DeV AUTH,"$1,001 - $15,000",sale_full
Hon. Michael T. McCaul,2021-02-25,ETN,Eaton Corp,"$15,001 - $50,000",sale_full
Hon. Michael T. McCaul,2021-02-26,RHI,Robert Half International,"$15,001 - $50,000",sale_full
Hon. Michael T. McCaul,2021-02-02,TRN,Trinity Industries,"$15,001 - $50,000",sale_full
Hon. Michael T. McCaul,2021-02-01,--,OMAHA PUB PWR DIST NEB ELEC RC,"$50,001 - $100,000",sale_full
Hon. Michael T. McCaul,2021-02-05,TCEHY,Tencent Holdings,"$50,001 - $100,000",sale_full
Hon. Michael T. McCaul,2021-02-01,--,Triborough BRDG & TUNL AUTH N,"$100,001 - $250,000",sale_full
Hon. Michael T. McCaul,2021-02-26,BRK.B,Berkshire Hathaway,"$100,001 - $250,000",sale_full
Hon. Michael T. McCaul,2021-02-17,CVS,CVS Health Corp,"$100,001 - $250,000",purchase
Hon. Michael T. McCaul,2021-02-02,CVS,CVS Health Corp,"$100,001 - $250,000",purchase
Hon. Michael T. McCaul,2021-02-02,MUR,Murphy Oil,"$100,001 - $250,000",purchase
Hon. Michael T. McCaul,2021-02-17,--,National Fuel Gas Company,"$15,001 - $50,000",purchase
Hon. Michael T. McCaul,2021-02-16,--,National Fuel Gas Company,"$15,001 - $50,000",purchase
Hon. Michael T. McCaul,2021-02-12,--,National Fuel Gas Company,"$15,001 - $50,000",purchase
Hon. Michael T. McCaul,2021-02-23,--,National Fuel Gas Company,"$1,001 - $15,000",purchase
Hon. Michael T. McCaul,2021-02-02,BRX,Brixmor Property Group Inc,"$50,001 - $100,000",sale_full
Hon. Michael T. McCaul,2021-02-01,VIAC,ViacomCBS Inc,"$100,001 - $250,000",sale_full
Hon. Michael T. McCaul,2021-02-17,VIAC,ViacomCBS Inc,"$100,001 - $250,000",sale_full
Hon. Michael T. McCaul,2021-02-17,CVS,CVS Health Group,"$15,001 - $50,000",purchase
Hon. Michael T. McCaul,2021-02-02,CVS,CVS Health Group,"$15,001 - $50,000",purchase
Hon. Michael T. McCaul,2021-02-02,MUR,Murphy Oil,"$15,001 - $50,000",purchase
Hon. Michael T. McCaul,2021-02-17,--,National Fuel Gas Company,"$1,001 - $15,000",purchase
Hon. Michael T. McCaul,2021-02-16,--,National Fuel Gas Company,"$1,001 - $15,000",purchase
Hon. Michael T. McCaul,2021-02-12,--,National Fuel Gas Company,"$1,001 - $15,000",purchase
Hon. Michael T. McCaul,2021-02-23,--,National Fuel Gas Company,"$1,001 - $15,000",purchase
Hon. Michael T. McCaul,2021-02-02,BRX,Brixmor Property Group,"$15,001 - $50,000",sale_full
Hon. Michael T. McCaul,2021-02-02,VIAC,ViacomCBS Inc,"$15,001 - $50,000",sale_full
Hon. Michael T. McCaul,2021-02-17,VIAC,ViacomCBS Inc,"$50,001 - $100,000",sale_full
Hon. Michael T. McCaul,2021-02-02,SFE,Safeguard Scientific Inc,"$1,001 - $15,000",sale_full
Hon. Michael T. McCaul,2021-02-02,SFE,Safeguard Scientific Inc,"$1,001 - $15,000",sale_full
Hon. Kevin Hern,2021-10-20,BLK,Blackrock Inc,"$15,001 - $50,000",purchase
Hon. Kevin Hern,2021-10-20,CVX,Chevron Corporation,"$50,001 - $100,000",purchase
Hon. Kevin Hern,2021-10-06,DIAL,Columbia Diversified Fixed Income Allocation,"$1,001 - $15,000",purchase
Hon. Kevin Hern,2021-10-20,FMAT,Fidelity MSCI Materials Index ETF,"$15,001 - $50,000",purchase
Hon. Kevin Hern,2021-10-15,--,FS Energy & Power Fund Common,"$1,001 - $15,000",purchase
Hon. Kevin Hern,2021-10-04,FSK,FS KKR Capital Corp,"$1,001 - $15,000",purchase
Hon. Kevin Hern,2021-10-20,ITW,Illinois Tool Works Inc,"$15,001 - $50,000",purchase
Hon. Kevin Hern,2021-10-07,--,Inland Real Estate TR,"$1,001 - $15,000",purchase
Hon. Kevin Hern,2021-10-07,TIP,iShares TIPS Bond ETF,"$1,001 - $15,000",purchase
Hon. Kevin Hern,2021-10-07,TIP,iShares TIPS Bond ETF,"$1,001 - $15,000",purchase
Hon. Kevin Hern,2021-10-29,JPM,JP Morgan Chase & Co,"$1,001 - $15,000",purchase
Hon. Kevin Hern,2021-10-20,LMT,Lockheed Martin Corporation,"$50,001 - $100,000",purchase
Hon. Kevin Hern,2021-10-20,ORLY,OReilly Automotive Inc,"$15,001 - $50,000",purchase
Hon. Kevin Hern,2021-10-20,PXD,Pioneer Natural Resources,"$100,001 - $250,000",purchase
Hon. Kevin Hern,2021-10-14,PXD,Pioneer Natural Resources,"$1,001 - $15,000",purchase
Hon. Kevin Hern,2021-10-20,V,Visa Inc,"$50,001 - $100,000",purchase
Hon. Josh Gottheimer,2019-12-10,ABMD,"ABIOMED, Inc.","$1,001 - $15,000",sale_full
Hon. Josh Gottheimer,2019-12-06,BABA,Alibaba Group Holding Limited American Depositary Shares each representing eight Ordinary share,"$1,001 - $15,000",purchase
Hon. Josh Gottheimer,2019-12-10,BIDU,"Baidu, Inc. - american depositary Shares, each representing one tenth Class a ordinary share","$1,001 - $15,000",sale_partial
Hon. Josh Gottheimer,2019-12-10,BBVA,Banco Bilbao Vizcaya Argentaria S.A.,"$1,001 - $15,000",sale_partial
Hon. Josh Gottheimer,2019-12-11,BMRN,BioMarin Pharmaceutical Inc.,"$1,001 - $15,000",purchase
Hon. Josh Gottheimer,2019-12-16,BMRN,BioMarin Pharmaceutical Inc.,"$1,001 - $15,000",purchase
Hon. Josh Gottheimer,2019-12-10,BKNG,Booking Holdings Inc.,"$1,001 - $15,000",sale_full
Hon. Josh Gottheimer,2019-12-10,CCL,Carnival Corporation,"$1,001 - $15,000",sale_partial
Hon. Josh Gottheimer,2019-12-10,CENT,Central Garden & Pet Company,"$1,001 - $15,000",sale_full
Hon. Josh Gottheimer,2019-12-10,CENTA,Central Garden & Pet Company - Class a Common Stock Nonvoting,"$1,001 - $15,000",sale_partial
Hon. Josh Gottheimer,2019-12-10,CHL,China Mobile Limited,"$1,001 - $15,000",sale_full
Hon. Josh Gottheimer,2019-12-10,CMP,Compass Minerals Intl Inc,"$1,001 - $15,000",sale_partial
Hon. Josh Gottheimer,2019-12-30,DASTY,"Dassault Systemes, S.A. American Depositary Shares","$1,001 - $15,000",purchase
Hon. Josh Gottheimer,2019-12-10,DNTUY,Dentsu Inc Tokyo Unsponsored adR,"$1,001 - $15,000",sale_partial
Hon. Josh Gottheimer,2019-12-10,DRQ,"Dril-Quip, Inc.","$1,001 - $15,000",sale_partial
Hon. Josh Gottheimer,2019-12-10,EXAS,Exact Sciences Corporation,"$1,001 - $15,000",sale_full
Hon. Josh Gottheimer,2019-12-10,BEN,"Franklin Resources, Inc.","$1,001 - $15,000",sale_full
Hon. Josh Gottheimer,2019-12-10,IFNNY,Infineon Technologies AG,"$1,001 - $15,000",sale_partial
Hon. Josh Gottheimer,2019-12-16,ICE,Intercontinental Exchange Inc.,"$1,001 - $15,000",sale_full
Hon. Josh Gottheimer,2019-12-30,KMTUY,Komatsu Ltd Ord American Depositary Shares,"$1,001 - $15,000",sale_partial
Hon. Josh Gottheimer,2019-12-10,MTDR,Matador Resources Company,"$1,001 - $15,000",sale_partial
Hon. Josh Gottheimer,2019-12-10,PRIM,Primoris Services Corporation,"$1,001 - $15,000",sale_partial
Hon. Josh Gottheimer,2019-12-10,RHP,"Ryman Hospitality Properties, Inc.","$1,001 - $15,000",purchase
Hon. Josh Gottheimer,2019-12-23,SPGI,S&P Global Inc.,"$1,001 - $15,000",sale_partial
Hon. Josh Gottheimer,2019-12-13,SRPT,"Sarepta Therapeutics, Inc.","$1,001 - $15,000",purchase
Hon. Josh Gottheimer,2019-12-10,SSL,Sasol Ltd. American Depositary Shares,"$1,001 - $15,000",sale_full
Hon. Josh Gottheimer,2019-12-10,SLB,Schlumberger N.V.,"$1,001 - $15,000",sale_partial
Hon. Josh Gottheimer,2019-12-16,SSNC,"SS&C Technologies Holdings, Inc.","$1,001 - $15,000",purchase
Hon. Josh Gottheimer,2019-12-30,UNICY,Unicharm Corp Sponsored AdR,"$1,001 - $15,000",purchase
Hon. Josh Gottheimer,2019-12-10,UBSI,"United Bankshares, Inc.","$1,001 - $15,000",sale_partial
Hon. Josh Gottheimer,2019-12-06,VCYT,"Veracyte, Inc.","$1,001 - $15,000",purchase
Hon. Nancy Pelosi,2020-01-21,--,"REOF XX, LLC","$50,001 - $100,000",purchase
Hon. Kevin Hern,2020-02-27,BBBY,Bed bath & Beyond Inc.,"$1,001 - $15,000",sale_full
Hon. Kevin Hern,2020-02-14,EL,"Estee Lauder Companies, Inc.","$1,001 - $15,000",purchase
Hon. Kevin Hern,2020-02-27,FTSM,First Trust Enhanced Short Maturity ETF,"$100,001 - $250,000",purchase
Hon. Kevin Hern,2020-02-04,--,Fs Energy and Power Fund,"$1,001 - $15,000",purchase
Hon. Kevin Hern,2020-02-14,ICE,Intercontinental Exchange Inc.,"$1,001 - $15,000",purchase
Hon. Kevin Hern,2020-02-14,MDLZ,"Mondelez International, Inc. - Class A","$1,001 - $15,000",purchase
Hon. Kevin Hern,2020-02-27,NGL,Ngl ENERGY PARTNERS LP Common Units Representing Limited Partner Interests,"$15,001 - $50,000",sale_full
Hon. Kevin Hern,2020-02-14,NGL,Ngl ENERGY PARTNERS LP Common Units Representing Limited Partner Interests,"$1,001 - $15,000",purchase
Hon. Kevin Hern,2020-02-14,OKE,"ONEOK, Inc.","$1,001 - $15,000",purchase
Hon. Kevin Hern,2020-02-27,WBA,"Walgreens Boots Alliance, Inc.","$1,001 - $15,000",sale_full
Hon. Kevin Hern,2020-02-14,QSY,WisdomTree U.S. Quality Shareholder Yield Fund,"$1,001 - $15,000",purchase
Hon. Alan S. Lowenthal,2020-03-10,SH,ProShares Short S&P500,"$1,001 -",purchase
Hon. Alan S. Lowenthal,2020-03-12,BRK.B,Berkshire Hathaway Inc. New,"$1,001 - $15,000",sale_full
Hon. Alan S. Lowenthal,2020-03-10,SH,ProShares Short S&P500,"$1,001 -",purchase
Hon. Alan S. Lowenthal,2020-03-12,BRK.B,Berkshire Hathaway Inc. New,"$15,001 - $50,000",sale_partial
Hon. Alan S. Lowenthal,2020-03-12,BRK.B,Berkshire Hathaway Inc. New,"$1,001 - $15,000",sale_full
Hon. Alan S. Lowenthal,2020-03-11,BSX,Boston Scientific Corporation,"$1,001 - $15,000",sale_full
Hon. Alan S. Lowenthal,2020-03-10,SH,ProShares Short S&P500,"$1,001 - $15,000",purchase
Hon. Alan S. Lowenthal,2020-03-11,SPCE,"Virgin Galactic Holdings, Inc.","$1,001 - $15,000",sale_full
Hon. Nancy Pelosi,2020-01-16,AMZN,"Amazon.com, Inc. / Exercised 30 call options (3,000 shares) expiring 1/17/2020 at a strike price of $1600.","$1,000,001 - $5,000,000",purchase
Hon. Nancy Pelosi,2020-01-16,AMZN,"Amazon.com, Inc. / Sold 20 call options with a strike price of $1,700 and an expiration date of 1/17/20.","$250,001 - $500,000",sale_full
Hon. Nancy Pelosi,2020-01-16,AMZN,"Amazon.com, Inc. / Sold 20 call options with a strike price of $1,600 and an expiration date of 1/17/20.","$250,001 - $500,000",sale_full
Hon. Nancy Pelosi,2020-01-16,FB,"Facebook, Inc. - Class A / Exercised 30 call options (3,000 shares) expiring 1/17/20 at a strike price of $140.","$250,001 - $500,000",purchase
Hon. Nancy Pelosi,2020-01-16,FB,"Facebook, Inc. - Class A / Exercised 20 call options (2,000 shares) expiring 1/17/20 at a strike price of $150.","$250,001 - $500,000",purchase
Hon. Kevin Hern,2022-04-01,AHCO,AdaptHealth Corp,"$50,001 - $100,000",sale_full
Hon. Kevin Hern,2022-04-22,AHCO,AdaptHealth Corp,"$1,001 - $15,000",sale_full
Hon. Kevin Hern,2022-04-12,--,Bank of Montreal Ser G MTN,"$500,001 - $1,000,000",purchase
Hon. Kevin Hern,2022-04-14,--,FS Energy & Power Fund Common,"$1,001 - $15,000",purchase
Hon. Kevin Hern,2022-04-08,HON,Honeywell International Inc,"$250,001 - $500,000",sale_full
Hon. Kevin Hern,2022-04-07,--,Inland Real Estate Income Common,"$1,001 - $15,000",purchase
Hon. Kevin Hern,2022-04-22,IQV,IQVIA Holdings Inc,"$1,001 - $15,000",sale_full
Hon. Kevin Hern,2022-04-30,JPM,JP Morgan Chase & Co,"$1,001 - $15,000",purchase
Hon. Kevin Hern,2022-04-12,MDLZ,Mondelez International Inc - Class A,"$15,001 - $50,000",sale_partial
Hon. Kevin Hern,2021-12-20,ASXC,Asensus Surgical Inc,"$15,001 - $50,000",purchase
Hon. Kevin Hern,2021-12-30,DVN,Devon Energy Corporation,"$15,001 - $50,000",purchase
Hon. Kevin Hern,2021-12-30,DVN,Devon Energy Corporation,"$1,001 - $15,000",purchase
Hon. Kevin Hern,2021-12-10,EMR,Emerson Electric Company,"$1,001 - $15,000",purchase
Hon. Kevin Hern,2021-12-10,XOM,Exxon Mobil Corporation,"$1,001 - $15,000",purchase
Hon. Kevin Hern,2021-12-16,HD,Home Depot Inc,"$1,001 - $15,000",purchase
Hon. Kevin Hern,2021-12-03,HON,Honeywell International Inc,"$1,001 - $15,000",purchase
Hon. Kevin Hern,2021-12-07,JNJ,Johnson & Johnson,"$1,001 - $15,000",purchase
Hon. Kevin Hern,2021-12-27,LMT,Lockheed Martin Corporation,"$1,001 - $15,000",purchase
Hon. Kevin Hern,2021-12-20,MDT,Medtronic plc Ordinary Shares,"$100,001 - $250,000",sale_full
Hon. Kevin Hern,2021-12-09,MSFT,Microsoft Corporation,"$1,001 - $15,000",purchase
Hon. Kevin Hern,2021-12-15,NEE,NextEra Energy Inc,"$1,001 - $15,000",purchase
Hon. Kevin Hern,2021-12-14,PDX,Pioneer Natural Resources Company,"$1,001 - $15,000",purchase
Hon. Kevin Hern,2021-12-14,PXD,Pioneer Natural Resources Company,"$1,001 - $15,000",purchase
Hon. Kevin Hern,2021-12-16,RTX,Raytheon Technologies Corporation,"$1,001 - $15,000",purchase
Hon. Kevin Hern,2021-12-10,ROK,Rockwell Automation Inc,"$1,001 - $15,000",purchase
Hon. Kevin Hern,2021-12-14,UNH,UnitedHealth Group Incorporated Common Stock,"$1,001 - $15,000",purchase
Hon. Kevin Hern,2021-12-20,VUZI,Vuzix Corporation,"$50,001 - $100,000",sale_full
Hon. Kevin Hern,2021-12-27,WMB,Williams Companies Inc,"$1,001 - $15,000",purchase
Hon. Alan S. Lowenthal,2020-06-03,DKNG,DraftKings Inc. - Class A,"$1,001 -",sale_partial
Hon. Alan S. Lowenthal,2020-06-03,DKNG,DraftKings Inc. - Class A,"$1,001 -",sale_partial
Hon. Alan S. Lowenthal,2020-06-03,DKNG,DraftKings Inc. - Class A,"$1,001 -",sale_partial
Hon. Alan S. Lowenthal,2020-06-04,CRM,Salesforce.com Inc,"$1,001 - $15,000",purchase
Hon. Alan S. Lowenthal,2020-06-04,SRE,Sempra Energy,"$1,001 -",sale_full
Hon. Alan S. Lowenthal,2020-06-03,SPCE,"Virgin Galactic Holdings, Inc.","$1,001 -",purchase
Hon. Alan S. Lowenthal,2020-06-04,--,Crown Castle Intl Corp,"$15,001 - $50,000",purchase
Hon. Alan S. Lowenthal,2020-06-03,DKNG,DraftKings Inc. - Class A,"$1,001 - $15,000",sale_partial
Hon. Alan S. Lowenthal,2020-06-03,DKNG,DraftKings Inc. - Class A,"$1,001 - $15,000",sale_partial
Hon. Alan S. Lowenthal,2020-06-04,CRM,Salesforce.com Inc,"$15,001 - $50,000",purchase
Hon. Alan S. Lowenthal,2020-06-04,SRE,Sempra Energy,"$15,001 - $50,000",sale_full
Hon. Alan S. Lowenthal,2020-06-03,SPCE,"Virgin Galactic Holdings, Inc.","$1,001 - $15,000",purchase
Hon. Alan S. Lowenthal,2020-05-15,CNK,Cinemark USA Inc,"$1,001 - $15,000",sale_full
Hon. Alan S. Lowenthal,2020-06-04,CRM,Salesforce.com Inc,"$1,001 - $15,000",purchase
Hon. Alan S. Lowenthal,2020-05-27,TJX,"TJX Companies, Inc.","$1,001 -",purchase
Hon. Alan S. Lowenthal,2022-01-21,HD,Home Depot Inc,"$1,001 - $15,000",sale_full
Hon. Alan S. Lowenthal,2022-01-21,HD,Home Depot Inc,"$1,001 - $15,000",sale_full
Hon. Kevin Hern,2020-11-13,ACN,Accenture plc Class A Ordinary Shares,"$1,001 - $15,000",purchase
Hon. Kevin Hern,2020-11-19,BDX,"Becton, Dickinson and Company","$1,001 - $15,000",sale_full
Hon. Kevin Hern,2020-11-13,MMP,Magellan Midstream Partners L.P. Limited Partnership,"$1,001 - $15,000",purchase
Hon. Kevin Hern,2020-11-03,--,N1 Liquidating TR,"$1,001 - $15,000",sale_full
Hon. Kevin Hern,2020-11-13,OKE,"ONEOK, Inc.","$1,001 - $15,000",purchase
Hon. Kevin Hern,2020-11-19,SU,Suncor Energy Inc.,"$1,001 - $15,000",sale_full
Hon. Kevin Hern,2020-11-16,TXN,Texas Instruments Incorporated,"$1,001 - $15,000",purchase
Hon. Nancy Pelosi,2022-03-17,TSLA,Tesla Inc - Exercised 25 Call options 2.5K shares expiring 3/18/22 @ $500,"$1,000,001 - $5,000,000",purchase
Hon. Alan S. Lowenthal,2021-10-29,BKNG,Booking Holdings Inc,"$1,001 - $15,000",sale_full
Hon. Alan S. Lowenthal,2021-10-21,BX,Blackstone Inc,"$15,001 - $50,000",sale_partial
Hon. Alan S. Lowenthal,2021-10-21,ICE,Intercontinental Exchange Inc,"$1,001 - $15,000",sale_partial
Hon. Alan S. Lowenthal,2021-10-19,TMO,Thermo Fisher Scientific Inc,"$15,001 - $50,000",purchase
Hon. Dean Phillips,2021-09-01,--,Capital One Financial Co Var RT 12/01/2165 dtd 05/14/2015,"$15,001 - $50,000",sale_full
Hon. Alan S. Lowenthal,2020-03-16,AMZN,"Amazon.com, Inc.","$1,001 - $15,000",purchase
Hon. Alan S. Lowenthal,2020-03-16,WCN,"Waste Connections, Inc. Common Shares","$1,001 - $15,000",purchase
Hon. Alan S. Lowenthal,2020-03-16,AMZN,"Amazon.com, Inc.","$1,001 - $15,000",purchase
Hon. Alan S. Lowenthal,2020-03-13,SCI,Service Corporation International,"$1,001 - $15,000",sale_full
Hon. Alan S. Lowenthal,2020-03-16,VSLR,"Vivint Solar, Inc.","$1,001 - $15,000",purchase
Hon. Alan S. Lowenthal,2020-03-16,WCN,"Waste Connections, Inc. Common Shares","$1,001 - $15,000",purchase
Hon. Alan S. Lowenthal,2020-03-13,SCI,Service Corporation International,"$1,001 -",sale_full
Hon. Alan S. Lowenthal,2020-03-16,VSLR,"Vivint Solar, Inc.","$1,001 -",purchase
Hon. Alan S. Lowenthal,2020-03-16,WCN,"Waste Connections, Inc. Common Shares","$1,001 -",purchase
Hon. Dean Phillips,2021-04-15,--,Morgan Stanley Rt 07/15/2165 03/19/2015,"$250,001 - $500,000",sale_full
Hon. Dean Phillips,2021-04-15,--,US Bancorp Var Rt 01/15/2166 dtd 11/23/2015,"$15,001 - $50,000",sale_full
Hon. Dean Phillips,2021-04-15,VAR,Varian Medical Systems Inc,"$1,001 - $15,000",sale_full
Hon. Kurt Schrader,2021-04-23,VMN,Vulcan Materials Company,"$1,001 - $15,000",purchase
Hon. Kurt Schrader,2021-04-23,ETN,Eaton Corp PLC,"$1,001 - $15,000",purchase
Hon. Kurt Schrader,2021-04-23,FTV,Fortive Corp,"$1,001 - $15,000",sale_full
Hon. Kurt Schrader,2021-04-23,IQV,Iqvia Holding Inc,"$1,001 - $15,000",sale_full
Hon. Kurt Schrader,2021-04-23,SEA,SEA Limited ADR,"$1,001 - $15,000",sale_full
Hon. Alan S. Lowenthal,2020-06-29,DKNG,DraftKings Inc. - Class A,"$1,001 -",sale_partial
Hon. Alan S. Lowenthal,2020-06-29,FB,"Facebook, Inc. - Class A","$1,001 -",sale_partial
Hon. Alan S. Lowenthal,2020-07-01,PSQ,ProShares Short QQQ,"$1,001 -",purchase
Hon. Alan S. Lowenthal,2020-06-29,SH,ProShares Short S&P500,"$1,001 -",purchase
Hon. Alan S. Lowenthal,2020-07-01,RUN,Sunrun Inc.,"$1,001 -",sale_partial
Hon. Alan S. Lowenthal,2020-07-01,RUN,Sunrun Inc.,"$1,001 -",sale_partial
Hon. Alan S. Lowenthal,2020-06-19,RUN,Sunrun Inc.,"$1,001 -",sale_partial
Hon. Alan S. Lowenthal,2020-06-19,RUN,Sunrun Inc.,"$1,001 -",sale_partial
Hon. Alan S. Lowenthal,2020-06-19,RUN,Sunrun Inc.,"$1,001 -",sale_partial
Hon. Alan S. Lowenthal,2020-06-19,RUN,Sunrun Inc.,"$1,001 -",sale_partial
Hon. Alan S. Lowenthal,2020-06-29,PSQ,ProShares Short QQQ,"$1,001 -",purchase
Hon. Alan S. Lowenthal,2020-06-29,SH,ProShares Short S&P500,"$1,001 - $15,000",purchase
Hon. Alan S. Lowenthal,2020-06-29,DKNG,DraftKings Inc. - Class A,"$1,001 - $15,000",sale_partial
Hon. Alan S. Lowenthal,2020-06-29,FB,"Facebook, Inc. - Class A","$1,001 - $15,000",sale_partial
Hon. Alan S. Lowenthal,2020-07-01,PSQ,ProShares Short QQQ,"$1,001 - $15,000",purchase
Hon. Alan S. Lowenthal,2020-06-29,SH,ProShares Short S&P500,"$15,001 - $50,000",purchase
Hon. Alan S. Lowenthal,2020-07-01,RUN,Sunrun Inc.,"$1,001 -",sale_partial
Hon. Alan S. Lowenthal,2020-06-19,RUN,Sunrun Inc.,"$1,001 - $15,000",sale_partial
Hon. Alan S. Lowenthal,2020-06-19,RUN,Sunrun Inc.,"$1,001 -",sale_partial
Hon. Alan S. Lowenthal,2020-06-19,RUN,Sunrun Inc.,"$1,001 - $15,000",sale_partial
Hon. Alan S. Lowenthal,2020-06-19,RUN,Sunrun Inc.,"$1,001 -",sale_partial
Hon. Kevin Hern,2020-08-14,ACN,Accenture plc Class A Ordinary Shares,"$1,001 - $15,000",purchase
Hon. Kevin Hern,2020-08-14,MMP,Magellan Midstream Partners L.P. Limited Partnership,"$1,001 - $15,000",purchase
Hon. Kevin Hern,2020-08-14,OKE,"ONEOK, Inc.","$1,001 - $15,000",purchase
Hon. Kevin Hern,2020-08-17,TXN,Texas Instruments Incorporated,"$1,001 - $15,000",purchase
Hon. Alan S. Lowenthal,2020-09-03,AMZN,"Amazon.com, Inc.","$1,001 - $15,000",sale_full
Hon. Alan S. Lowenthal,2020-09-03,AAPL,Apple Inc.,"$1,001 -",sale_partial
Hon. Alan S. Lowenthal,2020-09-03,KTOS,"Kratos Defense & Security Solutions, Inc.","$1,001 -",purchase
Hon. Alan S. Lowenthal,2020-09-04,KTOS,"Kratos Defense & Security Solutions, Inc.","$1,001 -",purchase
Hon. Alan S. Lowenthal,2020-09-03,AMZN,"Amazon.com, Inc.","$1,001 - $15,000",sale_partial
Hon. Alan S. Lowenthal,2020-09-03,AAPL,Apple Inc.,"$1,001 - $15,000",sale_partial
Hon. Alan S. Lowenthal,2020-09-02,BLK,"BlackRock, Inc.","$1,001 - $15,000",sale_partial
Hon. Alan S. Lowenthal,2020-09-03,KTOS,"Kratos Defense & Security Solutions, Inc.","$1,001 - $15,000",purchase
Hon. Alan S. Lowenthal,2020-09-04,KTOS,"Kratos Defense & Security Solutions, Inc.","$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-12-22,ABBV,AbbVie Inc. (U.S. Trust Holdings),"$1,001 - $15,000",purchase
