ticker,date,price
TSLA,2020-04-17,150.7779998779297
AAPL,2020-04-20,68.19387817382812
MSFT,2020-04-20,171.49929809570312
AAPL,2020-04-27,69.73046112060547
AMZN,2020-04-27,118.80000305175781
MSFT,2020-04-27,170.50982666015625
FB,2020-04-30,204.7100067138672
AAPL,2020-05-01,71.18334197998047
AMZN,2020-05-01,114.302001953125
MSFT,2020-05-01,171.01927185058594
NVDA,2020-05-01,70.5322036743164
AAPL,2020-05-07,74.79580688476562
AAPL,2020-05-08,76.57608795166016
FB,2020-05-08,212.35000610351562
FB,2020-05-13,205.10000610351562
MSFT,2020-05-15,179.43455505371094
AAPL,2020-05-18,77.7686767578125
AMZN,2020-05-18,121.31300354003906
MSFT,2020-05-18,181.1489715576172
NVDA,2020-05-20,89.4934310913086
TSLA,2020-05-22,163.37600708007812
NVDA,2020-06-01,87.85970306396484
NVDA,2020-06-03,87.49303436279297
FB,2020-06-11,224.42999267578125
MSFT,2020-06-11,182.98953247070312
NVDA,2020-06-11,87.79998016357422
AAPL,2020-06-18,86.8477783203125
RUN,2020-06-18,19.799999237060547
AAPL,2020-06-19,86.35148620605469
FB,2020-06-19,238.7899932861328
MSFT,2020-06-19,191.71310424804688
RUN,2020-06-19,19.895000457763672
MSFT,2020-06-22,197.0376739501953
RUN,2020-06-22,19.969999313354492
RUN,2020-06-23,19.739999771118164
AAPL,2020-06-26,87.31692504882812
FB,2020-06-29,220.63999938964844
RUN,2020-07-01,19.84000015258789
RUN,2020-07-02,20.0
AMZN,2020-07-10,160.0
RUN,2020-07-13,30.09000015258789
AAPL,2020-07-14,95.86021423339844
AMZN,2020-07-14,154.1999969482422
MSFT,2020-07-14,204.6806640625
NVDA,2020-07-14,103.57827758789062
TSLA,2020-07-14,303.3599853515625
AAPL,2020-07-23,91.69969177246094
AMZN,2020-07-27,152.760498046875
MSFT,2020-07-27,200.25991821289062
FB,2020-08-04,249.8300018310547
FB,2020-08-07,268.44000244140625
FB,2020-08-10,263.0
NTAP,2020-08-10,42.19184875488281
AMZN,2020-08-11,154.0334930419922
NVDA,2020-08-24,126.96748352050781
RUN,2020-08-25,50.790000915527344
RUN,2020-08-26,50.029998779296875
AAPL,2020-09-03,119.60411071777344
AMZN,2020-09-03,168.39999389648438
NVDA,2020-09-08,118.94547271728516
MSFT,2020-09-10,202.24082946777344
NVDA,2020-09-14,128.5231170654297
AAPL,2020-09-15,114.32048034667969
FB,2020-09-16,263.5199890136719
AAPL,2020-09-23,105.98934936523438
AMZN,2020-09-23,149.9929962158203
FB,2020-09-23,249.02000427246094
RUN,2020-10-02,76.44999694824219
RUN,2020-10-06,78.56999969482422
RUN,2020-10-07,78.05000305175781
RUN,2020-10-13,65.3499984741211
MSFT,2020-10-22,211.6157989501953
AAPL,2020-10-29,114.1028060913086
AMZN,2020-10-29,160.55050659179688
AAPL,2020-11-04,113.73670196533203
NVDA,2020-11-04,137.72885131835938
AAPL,2020-11-06,117.63983917236328
FB,2020-11-06,293.4100036621094
TSLA,2020-11-06,429.95001220703125
NVDA,2020-11-11,133.97216796875
RUN,2020-11-12,53.380001068115234
TSLA,2020-11-13,408.5
NVDA,2020-11-16,134.9431610107422
TSLA,2020-11-16,408.0899963378906
AAPL,2020-11-17,118.33364868164062
MSFT,2020-11-17,211.1923370361328
NVDA,2020-11-17,134.01461791992188
AAPL,2020-11-19,117.59028625488281
AMZN,2020-11-19,155.8509979248047
MSFT,2020-11-24,211.15284729003906
MSFT,2020-12-10,207.85513305664062
FB,2020-12-14,274.19000244140625
TSLA,2020-12-18,695.0
AAPL,2020-12-22,130.71315002441406
FB,2020-12-22,267.0899963378906
TSLA,2020-12-22,640.3400268554688
FB,2020-12-23,268.1099853515625
AMZN,2020-12-31,162.84649658203125
FB,2020-12-31,273.1600036621094
NVDA,2020-12-31,130.3863067626953
TSLA,2021-01-05,735.1099853515625
FB,2021-01-15,251.36000061035156
AMZN,2021-02-05,167.6074981689453
MSFT,2021-02-05,239.13409423828125
MSFT,2021-02-10,239.7462615966797
FB,2021-02-11,270.3900146484375
MSFT,2021-02-12,241.88880920410156
FB,2021-02-18,269.3900146484375
FB,2021-02-22,260.3299865722656
FB,2021-02-23,265.8599853515625
FB,2021-02-24,264.30999755859375
MSFT,2021-02-25,226.61204528808594
MSFT,2021-03-01,234.4794921875
FB,2021-03-08,255.30999755859375
NVDA,2021-03-09,125.08866119384766
TSLA,2021-03-10,668.0599975585938
MSFT,2021-03-11,234.66751098632812
NVDA,2021-03-11,129.8168487548828
AAPL,2021-03-15,123.07658386230469
NVDA,2021-03-15,131.79258728027344
TSLA,2021-03-15,707.9400024414062
NVDA,2021-03-16,132.79165649414062
NVDA,2021-03-17,133.29119873046875
MSFT,2021-03-19,227.95791625976562
AAPL,2021-03-22,122.48100280761719
TSLA,2021-03-22,670.0
NVDA,2021-03-23,130.58865356445312
NVDA,2021-03-24,126.3150405883789
TSLA,2021-04-05,691.0499877929688
FB,2021-04-16,306.17999267578125
TSLA,2021-04-30,709.4400024414062
AAPL,2021-05-21,124.71746063232422
AMZN,2021-05-21,160.1540069580078
NVDA,2021-06-03,169.54319763183594
TSLA,2021-06-04,599.0499877929688
MSFT,2021-06-10,255.156494140625
NVDA,2021-06-18,186.2606964111328
MSFT,2021-06-22,263.3595275878906
NVDA,2021-06-22,188.739013671875
MSFT,2021-06-25,262.8735046386719
MSFT,2021-07-21,279.1208190917969
NVDA,2021-07-23,195.4469451904297
AAPL,2021-07-28,144.15640258789062
NVDA,2021-07-28,194.89732360839844
AMZN,2021-07-30,166.37950134277344
AAPL,2021-08-11,145.24868774414062
MSFT,2021-08-11,284.62591552734375
MSFT,2021-08-16,292.21392822265625
MSFT,2021-08-30,301.7076110839844
FB,2021-09-01,382.04998779296875
MSFT,2021-09-09,295.40692138671875
MSFT,2021-09-13,295.1484680175781
NVDA,2021-10-05,204.40692138671875
FB,2021-10-18,335.3399963378906
MSFT,2021-10-19,306.3188171386719
TSLA,2021-10-19,864.27001953125
FB,2021-10-26,315.80999755859375
FB,2021-10-27,312.2200012207031
MSFT,2021-10-27,321.16619873046875
AAPL,2021-10-29,149.17218017578125
NVDA,2021-10-29,255.5411376953125
MSFT,2021-11-15,333.9862060546875
FB,2021-12-02,310.3900146484375
MSFT,2021-12-06,324.7605285644531
MSFT,2021-12-09,331.6402587890625
NVDA,2021-12-14,283.2618408203125
FB,2021-12-29,342.94000244140625
AAPL,2021-12-30,177.71214294433594
MSFT,2022-01-05,314.9935302734375
RUN,2022-01-14,31.809999465942383
AAPL,2022-01-21,161.9653778076172
MSFT,2022-01-25,287.2257385253906
NVDA,2022-01-26,227.63308715820312
TSLA,2022-01-26,937.4099731445312
NVDA,2022-01-31,244.76654052734375
TSLA,2022-01-31,936.719970703125
FB,2022-02-07,224.91000366210938
TSLA,2022-02-07,907.3400268554688
FB,2022-02-09,232.0
MSFT,2022-02-10,301.05487060546875
NVDA,2022-02-22,233.81072998046875
AMZN,2022-02-28,153.56300354003906
MSFT,2022-02-28,298.095703125
NVDA,2022-02-28,243.75692749023438
AAPL,2022-03-09,162.7109375
MSFT,2022-03-09,287.8296203613281
MSFT,2022-03-10,284.9263610839844
AAPL,2022-03-15,154.86245727539062
TSLA,2022-03-17,871.5999755859375
NVDA,2022-04-06,244.01841735839844
AAPL,2022-04-19,167.15440368652344
FB,2022-04-20,200.4199981689453
AAPL,2022-04-21,166.17584228515625
AAPL,2022-05-13,147.11000061035156
AAPL,2022-05-24,140.36000061035156
MSFT,2022-05-24,259.6199951171875
